"Date Printed: Tuesday, April 12, 2022 10:24:43 PM"
Title: AIDS classifications | AIDS deaths | AIDS prevalence | Acute Viral Hepatitis B | Acute Viral Hepatitis C | Chlamydia | Congenital Syphilis | Early Non-Primary, Non-Secondary Syphilis | Estimated HIV incidence | Estimated HIV prevalence (undiagnosed and diagnosed) | Gonorrhea | HIV deaths | HIV diagnoses | HIV prevalence | HIV viral suppression | Hepatitis  A | Knowledge of Status | Linkage to HIV care | PrEP coverage and number of persons prescribed | Primary and Secondary Syphilis | Receipt of HIV medical care | 2017 | 2018 | 2019 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Both sexes | Ages 13 years and older
Footnote(s): For all HIV surveillance data: Data for the years 2020 and 2021 are preliminary (subject to a 12-month reporting lag). Rates are not reported until 12-month reporting lag complete.
Prevalence: Prevalence data for the year 2019 are preliminary and based on death data received by CDC as of December 2020. Trends through 2019 should be interpreted with caution. Prevalence data prior to 2010 are based on residence at diagnosis; prevalence data from 2010 to present are based on most recent known address. See Technical Notes for more information on death reporting by jurisdiction.
Death: Death data for the year 2019 are preliminary and based on death data received by CDC as of December 2020. Death data based on residence at death.
^ Jurisdiction with incomplete reporting of deaths for most recent year; relevant for HIV deaths, HIV prevalence, AIDS deaths, AIDS prevalence, knowledge of status, estimated HIV incidence, estimated HIV prevalence, and receipt of HIV medical care, and viral suppression indicators.
PrEP coverage, reported as a percentage, is calculated as the number of persons aged ≥16 years classified as having been prescribed PrEP divided by the estimated number of persons aged ≥16 years who had indications for PrEP.   Number prescribed, or “cases”, is defined as the number of persons aged ≥16 years classified as having been prescribed PrEP during the specified year and includes all FDA-approved drugs for PrEP.  “Population” is the annual estimated number of persons with PrEP indications. Total includes people categorized by IQVIA as Black, White, Hispanic, or Other race. Number prescribed are reported through September 2020. Data for which values are unknown were not reported; therefore, values may not sum to column total.
NA - Not applicable
 *Estimates with an RSE of 30%-50% should be used with caution because they do not meet the standard of reliability. Estimates with an RSE>50% are not shown.
 Linkage to care is based on newly diagnosed cases. Data for the years 2020 and 2021 are preliminary (subject to a 12-month reporting lag) and based on data received by CDC as of September 2021. See Technical notes for more details on data availability and stratifications.
 Receipt of care is based on persons living with HIV. See Technical notes for more details on data availability and stratifications.
 Viral suppression is based on persons living with HIV. See Technical notes for more details on data availability and stratifications.


Indicator,Year,Geography,FIPS,Cases (95% CI RSE),Rate per 100000 (95% CI),Percent (95% CI RSE)
"AIDS prevalence","2017","Iowa","19","1,479","56.6","NA"
"AIDS deaths","2019","Iowa","19","42","1.6","NA"
"AIDS deaths","2018","Iowa","19","35","1.3","NA"
"AIDS deaths","2017","Iowa","19","31","1.2","NA"
"AIDS classifications","2019","Iowa","19","43","1.6","NA"
"AIDS classifications","2018","Iowa","19","41","1.6","NA"
"AIDS classifications","2017","Iowa","19","58","2.2","NA"
"Receipt of HIV medical care","2019","Kansas","20","Data not available","NA","Data not available"
"Receipt of HIV medical care","2018","Kansas","20","Data not available","NA","Data not available"
"Receipt of HIV medical care","2017","Kansas","20","Data not available","NA","Data not available"
"Primary and Secondary Syphilis","2019","Kansas","20","189","7.8","NA"
"Primary and Secondary Syphilis","2018","Kansas","20","152","6.3","NA"
"Primary and Secondary Syphilis","2017","Kansas","20","133","5.6","NA"
"PrEP coverage and number of persons prescribed","2019","Kansas","20","905","NA","17.9"
"PrEP coverage and number of persons prescribed","2018","Kansas","20","730","NA","14.4"
"PrEP coverage and number of persons prescribed","2017","Kansas","20","523","NA","9.4"
"Linkage to HIV care","2019","Kansas","20","Data not available","NA","Data not available"
"Linkage to HIV care","2018","Kansas","20","Data not available","NA","Data not available"
"Linkage to HIV care","2017","Kansas","20","Data not available","NA","Data not available"
"Knowledge of Status","2019","Kansas","20","3,140","NA","82.0 (73.1 - 93.3, 6.3)"
"Knowledge of Status","2018","Kansas","20","3,044","NA","83.3 (74.6 - 94.3, 6.0)"
"Knowledge of Status","2017","Kansas","20","2,959","NA","82.2 (73.9 - 92.6, 5.8)"
"Hepatitis  A","2019","Kansas","20","Data not available","Data not available","NA"
"Hepatitis  A","2018","Kansas","20","Data not available","Data not available","NA"
"Hepatitis  A","2017","Kansas","20","Data not available","Data not available","NA"
"HIV viral suppression","2019","Kansas","20","Data not available","NA","Data not available"
"HIV viral suppression","2018","Kansas","20","Data not available","NA","Data not available"
"HIV viral suppression","2017","Kansas","20","Data not available","NA","Data not available"
"HIV prevalence","2019","Kansas","20","3,174","131.6","NA"
"HIV prevalence","2018","Kansas","20","3,077","128.0","NA"
"HIV prevalence","2017","Kansas","20","2,989","124.7","NA"
"HIV diagnoses","2019","Kansas","20","131","5.4","NA"
"HIV diagnoses","2018","Kansas","20","157","6.5","NA"
"HIV diagnoses","2017","Kansas","20","119","5.0","NA"
"HIV deaths","2019","Kansas","20","28","1.2","NA"
"HIV deaths","2018","Kansas","20","48","2.0","NA"
"HIV deaths","2017","Kansas","20","47","2.0","NA"
"Gonorrhea","2019","Kansas","20","4,943","205.0","NA"
"Gonorrhea","2018","Kansas","20","5,249","218.3","NA"
"Gonorrhea","2017","Kansas","20","4,538","189.4","NA"
"Estimated HIV prevalence (undiagnosed and diagnosed)","2019","Kansas","20","3,800 (3,400 - 4,300, 6.2)","158.9 (139.6 - 178.1)","NA"
"Estimated HIV prevalence (undiagnosed and diagnosed)","2018","Kansas","20","3,700 (3,200 - 4,100, 6.0)","152.0 (134.2 - 169.8)","NA"
"Estimated HIV prevalence (undiagnosed and diagnosed)","2017","Kansas","20","3,600 (3,200 - 4,000, 5.7)","150.3 (133.3 - 167.2)","NA"
"Estimated HIV incidence","2019","Kansas","20","210 (40 - 390, 42.3*)","8.8 (1.5 - 16.1)","NA"
"Estimated HIV incidence","2018","Kansas","20","Data suppressed","Data suppressed","NA"
"Estimated HIV incidence","2017","Kansas","20","Data suppressed","Data suppressed","NA"
"Early Non-Primary, Non-Secondary Syphilis","2019","Kansas","20","282","11.7","NA"
"Early Non-Primary, Non-Secondary Syphilis","2018","Kansas","20","291","12.1","NA"
"Early Non-Primary, Non-Secondary Syphilis","2017","Kansas","20","202","8.4","NA"
"Congenital Syphilis","2019","Kansas","20","Data not available","Data not available","NA"
"Congenital Syphilis","2018","Kansas","20","Data not available","Data not available","NA"
"Congenital Syphilis","2017","Kansas","20","Data not available","Data not available","NA"
"Chlamydia","2019","Kansas","20","15,276","633.5","NA"
"Chlamydia","2018","Kansas","20","14,223","591.6","NA"
"Chlamydia","2017","Kansas","20","13,548","565.4","NA"
"Acute Viral Hepatitis C","2019","Kansas","20","Data not available","Data not available","NA"
"Acute Viral Hepatitis C","2018","Kansas","20","Data not available","Data not available","NA"
"Acute Viral Hepatitis C","2017","Kansas","20","Data not available","Data not available","NA"
"Acute Viral Hepatitis B","2019","Kansas","20","Data not available","Data not available","NA"
"Acute Viral Hepatitis B","2018","Kansas","20","Data not available","Data not available","NA"
"Acute Viral Hepatitis B","2017","Kansas","20","Data not available","Data not available","NA"
"AIDS prevalence","2019","Kansas","20","1,589","65.9","NA"
"AIDS prevalence","2018","Kansas","20","1,575","65.5","NA"
"AIDS prevalence","2017","Kansas","20","1,539","64.2","NA"
"AIDS deaths","2019","Kansas","20","24","1.0","NA"
"AIDS deaths","2018","Kansas","20","38","1.6","NA"
"AIDS deaths","2017","Kansas","20","37","1.5","NA"
"AIDS classifications","2019","Kansas","20","49","2.0","NA"
"AIDS classifications","2018","Kansas","20","79","3.3","NA"
"AIDS classifications","2017","Kansas","20","60","2.5","NA"
"Receipt of HIV medical care","2019","Kentucky","21","Data not available","NA","Data not available"
"Receipt of HIV medical care","2018","Kentucky","21","Data not available","NA","Data not available"
"Receipt of HIV medical care","2017","Kentucky","21","Data not available","NA","Data not available"
"Primary and Secondary Syphilis","2019","Kentucky","21","438","11.7","NA"
"Primary and Secondary Syphilis","2018","Kentucky","21","366","9.8","NA"
"Primary and Secondary Syphilis","2017","Kentucky","21","262","7.0","NA"
"PrEP coverage and number of persons prescribed","2019","Kentucky","21","1,613","NA","12.4"
"PrEP coverage and number of persons prescribed","2018","Kentucky","21","1,215","NA","9.4"
"PrEP coverage and number of persons prescribed","2017","Kentucky","21","757","NA","5.7"
"Linkage to HIV care","2019","Kentucky","21","Data not available","NA","Data not available"
"Linkage to HIV care","2018","Kentucky","21","Data not available","NA","Data not available"
"Linkage to HIV care","2017","Kentucky","21","Data not available","NA","Data not available"
"Knowledge of Status","2019","Kentucky","21","7,570","NA","83.2 (77.6 - 89.6, 3.7)"
"Knowledge of Status","2018","Kentucky","21","7,264","NA","82.7 (77.3 - 88.9, 3.6)"
"Knowledge of Status","2017","Kentucky","21","7,000","NA","82.6 (77.4 - 88.6, 3.5)"
"Hepatitis  A","2019","Kentucky","21","Data not available","Data not available","NA"
"Hepatitis  A","2018","Kentucky","21","Data not available","Data not available","NA"
"Hepatitis  A","2017","Kentucky","21","Data not available","Data not available","NA"
"HIV viral suppression","2019","Kentucky","21","Data not available","NA","Data not available"
"HIV viral suppression","2018","Kentucky","21","Data not available","NA","Data not available"
"HIV viral suppression","2017","Kentucky","21","Data not available","NA","Data not available"
"HIV prevalence","2019","Kentucky","21","7,638","203.8","NA"
"HIV prevalence","2018","Kentucky","21","7,328","196.0","NA"
"HIV prevalence","2017","Kentucky","21","7,060","189.4","NA"
"HIV diagnoses","2019","Kentucky","21","326","8.7","NA"
"HIV diagnoses","2018","Kentucky","21","378","10.1","NA"
"HIV diagnoses","2017","Kentucky","21","365","9.8","NA"
"HIV deaths","2019","Kentucky","21","106","2.8","NA"
"HIV deaths","2018","Kentucky","21","136","3.6","NA"
"HIV deaths","2017","Kentucky","21","139","3.7","NA"
"Gonorrhea","2019","Kentucky","21","7,346","196.0","NA"
"Gonorrhea","2018","Kentucky","21","7,440","199.0","NA"
"Gonorrhea","2017","Kentucky","21","7,399","198.5","NA"
"Estimated HIV prevalence (undiagnosed and diagnosed)","2019","Kentucky","21","9,100 (8,500 - 9,800, 3.6)","242.8 (225.5 - 260.2)","NA"
"Estimated HIV prevalence (undiagnosed and diagnosed)","2018","Kentucky","21","8,800 (8,200 - 9,400, 3.5)","234.9 (218.6 - 251.3)","NA"
"Estimated HIV prevalence (undiagnosed and diagnosed)","2017","Kentucky","21","8,500 (7,900 - 9,000, 3.5)","227.3 (211.9 - 242.7)","NA"
"Estimated HIV incidence","2019","Kentucky","21","340 (120 - 560, 33.1*)","9.1 (3.2 - 15.0)","NA"
"Estimated HIV incidence","2018","Kentucky","21","420 (220 - 620, 24.2)","11.3 (6.0 - 16.7)","NA"
"Estimated HIV incidence","2017","Kentucky","21","310 (150 - 470, 26.1)","8.3 (4.0 - 12.5)","NA"
"Early Non-Primary, Non-Secondary Syphilis","2019","Kentucky","21","Data suppressed","Data suppressed","NA"
"Early Non-Primary, Non-Secondary Syphilis","2018","Kentucky","21","294","7.9","NA"
"Early Non-Primary, Non-Secondary Syphilis","2017","Kentucky","21","235","6.3","NA"
"Congenital Syphilis","2019","Kentucky","21","Data not available","Data not available","NA"
"Congenital Syphilis","2018","Kentucky","21","Data not available","Data not available","NA"
"Congenital Syphilis","2017","Kentucky","21","Data not available","Data not available","NA"
"Chlamydia","2019","Kentucky","21","20,821","555.5","NA"
"Chlamydia","2018","Kentucky","21","19,348","517.6","NA"
"Chlamydia","2017","Kentucky","21","19,283","517.3","NA"
"Acute Viral Hepatitis C","2019","Kentucky","21","Data not available","Data not available","NA"
"Acute Viral Hepatitis C","2018","Kentucky","21","Data not available","Data not available","NA"
"Acute Viral Hepatitis C","2017","Kentucky","21","Data not available","Data not available","NA"
"Acute Viral Hepatitis B","2019","Kentucky","21","Data not available","Data not available","NA"
"Acute Viral Hepatitis B","2018","Kentucky","21","Data not available","Data not available","NA"
"Acute Viral Hepatitis B","2017","Kentucky","21","Data not available","Data not available","NA"
"AIDS prevalence","2019","Kentucky","21","3,600","96.0","NA"
"AIDS prevalence","2018","Kentucky","21","3,512","94.0","NA"
"AIDS prevalence","2017","Kentucky","21","3,491","93.7","NA"
"AIDS deaths","2019","Kentucky","21","80","2.1","NA"
"AIDS deaths","2018","Kentucky","21","102","2.7","NA"
"AIDS deaths","2017","Kentucky","21","108","2.9","NA"
"AIDS classifications","2019","Kentucky","21","148","3.9","NA"
"AIDS classifications","2018","Kentucky","21","143","3.8","NA"
"AIDS classifications","2017","Kentucky","21","164","4.4","NA"
"Receipt of HIV medical care","2019","Louisiana","22","16,185","NA","79.2"
"Receipt of HIV medical care","2018","Louisiana","22","15,619","NA","78.3"
"Receipt of HIV medical care","2017","Louisiana","22","15,081","NA","77.8"
"Primary and Secondary Syphilis","2019","Louisiana","22","699","18.1","NA"
"Primary and Secondary Syphilis","2018","Louisiana","22","668","17.3","NA"
"Primary and Secondary Syphilis","2017","Louisiana","22","679","17.6","NA"
"PrEP coverage and number of persons prescribed","2019","Louisiana","22","3,922","NA","24.6"
"PrEP coverage and number of persons prescribed","2018","Louisiana","22","3,314","NA","20.8"
"PrEP coverage and number of persons prescribed","2017","Louisiana","22","2,183","NA","14.1"
"Linkage to HIV care","2019","Louisiana","22","722","NA","82.0"
"Linkage to HIV care","2018","Louisiana","22","767","NA","78.9"
"Linkage to HIV care","2017","Louisiana","22","792","NA","79.0"
"Knowledge of Status","2019","Louisiana","22","21,117","NA","82.9 (79.1 - 86.9, 2.4)"
"Knowledge of Status","2018","Louisiana","22","20,609","NA","82.5 (78.9 - 86.4, 2.3)"
"Knowledge of Status","2017","Louisiana","22","20,129","NA","82.5 (79.0 - 86.3, 2.3)"
"Hepatitis  A","2019","Louisiana","22","Data not available","Data not available","NA"
"Hepatitis  A","2018","Louisiana","22","Data not available","Data not available","NA"
"Hepatitis  A","2017","Louisiana","22","Data not available","Data not available","NA"
"HIV viral suppression","2019","Louisiana","22","13,952","NA","68.3"
"HIV viral suppression","2018","Louisiana","22","13,345","NA","66.9"
"HIV viral suppression","2017","Louisiana","22","12,567","NA","64.8"
"HIV prevalence","2019","Louisiana","22","21,289","551.4","NA"
"HIV prevalence","2018","Louisiana","22","20,780","537.8","NA"
"HIV prevalence","2017","Louisiana","22","20,286","524.5","NA"
"HIV diagnoses","2019","Louisiana","22","881","22.8","NA"
"HIV diagnoses","2018","Louisiana","22","961","24.9","NA"
"HIV diagnoses","2017","Louisiana","22","996","25.8","NA"
"HIV deaths","2019","Louisiana","22","367","9.5","NA"
"HIV deaths","2018","Louisiana","22","427","11.1","NA"
"HIV deaths","2017","Louisiana","22","411","10.6","NA"
"Gonorrhea","2019","Louisiana","22","12,785","331.2","NA"
"Gonorrhea","2018","Louisiana","22","12,034","311.5","NA"
"Gonorrhea","2017","Louisiana","22","12,003","310.3","NA"
"Estimated HIV prevalence (undiagnosed and diagnosed)","2019","Louisiana","22","25,500 (24,300 - 26,700, 2.4)","660.1 (629.1 - 691.1)","NA"
"Estimated HIV prevalence (undiagnosed and diagnosed)","2018","Louisiana","22","25,000 (23,900 - 26,100, 2.3)","646.6 (617.3 - 675.9)","NA"
"Estimated HIV prevalence (undiagnosed and diagnosed)","2017","Louisiana","22","24,400 (23,300 - 25,500, 2.2)","631.0 (603.2 - 658.7)","NA"
"Estimated HIV incidence","2019","Louisiana","22","870 (490 - 1,300, 22.3)","22.6 (12.7 - 32.5)","NA"
"Estimated HIV incidence","2018","Louisiana","22","1,100 (720 - 1,400, 16.5)","27.5 (18.5 - 36.4)","NA"
"Estimated HIV incidence","2017","Louisiana","22","1,000 (700 - 1,300, 15.0)","25.8 (18.2 - 33.3)","NA"
"Early Non-Primary, Non-Secondary Syphilis","2019","Louisiana","22","574","14.9","NA"
"Early Non-Primary, Non-Secondary Syphilis","2018","Louisiana","22","576","14.9","NA"
"Early Non-Primary, Non-Secondary Syphilis","2017","Louisiana","22","623","16.1","NA"
"Congenital Syphilis","2019","Louisiana","22","Data not available","Data not available","NA"
"Congenital Syphilis","2018","Louisiana","22","Data not available","Data not available","NA"
"Congenital Syphilis","2017","Louisiana","22","Data not available","Data not available","NA"
"Chlamydia","2019","Louisiana","22","36,101","935.1","NA"
"Chlamydia","2018","Louisiana","22","36,252","938.3","NA"
"Chlamydia","2017","Louisiana","22","34,726","897.9","NA"
"Acute Viral Hepatitis C","2019","Louisiana","22","Data not available","Data not available","NA"
"Acute Viral Hepatitis C","2018","Louisiana","22","Data not available","Data not available","NA"
"Acute Viral Hepatitis C","2017","Louisiana","22","Data not available","Data not available","NA"
"Acute Viral Hepatitis B","2019","Louisiana","22","Data not available","Data not available","NA"
"Acute Viral Hepatitis B","2018","Louisiana","22","Data not available","Data not available","NA"
"Acute Viral Hepatitis B","2017","Louisiana","22","Data not available","Data not available","NA"
"AIDS prevalence","2019","Louisiana","22","10,685","276.8","NA"
"AIDS prevalence","2018","Louisiana","22","10,538","272.7","NA"
"AIDS prevalence","2017","Louisiana","22","10,440","269.9","NA"
"AIDS deaths","2019","Louisiana","22","290","7.5","NA"
"AIDS deaths","2018","Louisiana","22","330","8.5","NA"
"AIDS deaths","2017","Louisiana","22","313","8.1","NA"
"AIDS classifications","2019","Louisiana","22","428","11.1","NA"
"AIDS classifications","2018","Louisiana","22","416","10.8","NA"
"AIDS classifications","2017","Louisiana","22","498","12.9","NA"
"Receipt of HIV medical care","2019","Maine","23","1,368","NA","84.8"
"Receipt of HIV medical care","2018","Maine","23","1,320","NA","84.6"
"Receipt of HIV medical care","2017","Maine","23","1,293","NA","85.0"
"Primary and Secondary Syphilis","2019","Maine","23","55","4.7","NA"
"Primary and Secondary Syphilis","2018","Maine","23","74","6.4","NA"
"Primary and Secondary Syphilis","2017","Maine","23","64","5.5","NA"
"PrEP coverage and number of persons prescribed","2019","Maine","23","639","NA","16.2"
"PrEP coverage and number of persons prescribed","2018","Maine","23","495","NA","12.5"
"PrEP coverage and number of persons prescribed","2017","Maine","23","314","NA","9.6"
"Linkage to HIV care","2019","Maine","23","28","NA","93.3"
"Linkage to HIV care","2018","Maine","23","29","NA","96.7"
"Linkage to HIV care","2017","Maine","23","27","NA","93.1"
"Knowledge of Status","2019","Maine","23","1,629","NA","89.2 (77.0 - 100.0, 6.6)"
"Knowledge of Status","2018","Maine","23","1,594","NA","87.9 (76.2 - 100.0, 6.9)"
"Knowledge of Status","2017","Maine","23","1,545","NA","87.4 (76.0 - 100.0, 7.0)"
"Hepatitis  A","2019","Maine","23","Data not available","Data not available","NA"
"Hepatitis  A","2018","Maine","23","Data not available","Data not available","NA"
"Hepatitis  A","2017","Maine","23","Data not available","Data not available","NA"
"HIV viral suppression","2019","Maine","23","1,307","NA","81.0"
"HIV viral suppression","2018","Maine","23","1,228","NA","78.7"
"HIV viral suppression","2017","Maine","23","1,203","NA","79.0"
"HIV prevalence","2019","Maine","23","1,649","140.9","NA"
"HIV prevalence","2018","Maine","23","1,612","138.5","NA"
"HIV prevalence","2017","Maine","23","1,562","134.9","NA"
"HIV diagnoses","2019","Maine","23","30","2.6","NA"
"HIV diagnoses","2018","Maine","23","30","2.6","NA"
"HIV diagnoses","2017","Maine","23","29","2.5","NA"
"HIV deaths","2019","Maine","23","39","3.3","NA"
"HIV deaths","2018","Maine","23","20","1.7","NA"
"HIV deaths","2017","Maine","23","35","3.0","NA"
"Gonorrhea","2019","Maine","23","546","46.7","NA"
"Gonorrhea","2018","Maine","23","707","60.7","NA"
"Gonorrhea","2017","Maine","23","614","53.0","NA"
"Estimated HIV prevalence (undiagnosed and diagnosed)","2019","Maine","23","1,800 (1,600 - 2,100, 8.0)","156.1 (139.2 - 180.7)","NA"
"Estimated HIV prevalence (undiagnosed and diagnosed)","2018","Maine","23","1,800 (1,600 - 2,100, 7.8)","155.8 (136.9 - 179.6)","NA"
"Estimated HIV prevalence (undiagnosed and diagnosed)","2017","Maine","23","1,800 (1,500 - 2,000, 7.7)","152.6 (133.4 - 175.6)","NA"
"Estimated HIV incidence","2019","Maine","23","Data suppressed","Data suppressed","NA"
"Estimated HIV incidence","2018","Maine","23","Data suppressed","Data suppressed","NA"
"Estimated HIV incidence","2017","Maine","23","Data suppressed","Data suppressed","NA"
"Early Non-Primary, Non-Secondary Syphilis","2019","Maine","23","53","4.5","NA"
"Early Non-Primary, Non-Secondary Syphilis","2018","Maine","23","43","3.7","NA"
"Early Non-Primary, Non-Secondary Syphilis","2017","Maine","23","36","3.1","NA"
"Congenital Syphilis","2019","Maine","23","Data not available","Data not available","NA"
"Congenital Syphilis","2018","Maine","23","Data not available","Data not available","NA"
"Congenital Syphilis","2017","Maine","23","Data not available","Data not available","NA"
"Chlamydia","2019","Maine","23","1,646","140.7","NA"
"Chlamydia","2018","Maine","23","3,475","298.6","NA"
"Chlamydia","2017","Maine","23","4,537","391.9","NA"
"Acute Viral Hepatitis C","2019","Maine","23","Data not available","Data not available","NA"
"Acute Viral Hepatitis C","2018","Maine","23","Data not available","Data not available","NA"
"Acute Viral Hepatitis C","2017","Maine","23","Data not available","Data not available","NA"
"Acute Viral Hepatitis B","2019","Maine","23","Data not available","Data not available","NA"
"Acute Viral Hepatitis B","2018","Maine","23","Data not available","Data not available","NA"
"Acute Viral Hepatitis B","2017","Maine","23","Data not available","Data not available","NA"
"AIDS prevalence","2019","Maine","23","814","69.6","NA"
"AIDS prevalence","2018","Maine","23","812","69.8","NA"
"AIDS prevalence","2017","Maine","23","787","68.0","NA"
"AIDS deaths","2019","Maine","23","32","2.7","NA"
"AIDS deaths","2018","Maine","23","16","1.4","NA"
"AIDS deaths","2017","Maine","23","24","2.1","NA"
"AIDS classifications","2019","Maine","23","21","1.8","NA"
"AIDS classifications","2018","Maine","23","23","2.0","NA"
"AIDS classifications","2017","Maine","23","24","2.1","NA"
"Receipt of HIV medical care","2019","Maryland","24","23,932","NA","73.7"
